year,month,temp_surf,precip,moisture_upper_soil
2085,1,301.9202880859,687.5817412511,41.2936401367
2085,2,302.5416870117,279.3218102306,39.7313957214
2085,3,302.342956543,307.0431067608,40.1593551636
2085,4,302.7063598633,199.5801071171,39.1963539124
2085,5,302.053894043,320.034511853,41.7701759338
2085,6,302.4418945313,193.8726282679,39.0697517395
2085,7,302.2772827148,155.9691958828,40.1194839478
2085,8,303.0477294922,77.9627117445,39.3399963379
2085,9,304.8912353516,20.1035397768,40.171207428
2085,10,304.9095458984,88.7084053829,40.3695335388
2085,11,303.1731567383,262.4006965198,42.1959915161
2085,12,302.4762573242,335.1974124089,38.1370010376
2086,1,302.3009033203,315.8641587943,39.3664665222
2086,2,301.9331054688,509.4185178168,39.417224884
2086,3,303.0333251953,173.3649505768,39.9563102722
2086,4,302.3428955078,639.5583897829,38.9210090637
2086,5,302.2854003906,295.5618586857,39.4164276123
2086,6,302.8020019531,159.0695958585,34.88904953
2086,7,302.7375488281,109.3938695267,35.5946388245
2086,8,303.4341430664,84.9808211206,34.438293457
2086,9,304.4437255859,73.7813354353,34.0299949646
2086,10,305.5108642578,69.7845584946,39.4016304016
2086,11,303.3196411133,224.622386042,39.794216156
2086,12,303.0175170898,272.7563849185,38.7995033264
2087,1,302.98046875,303.170070285,39.1280860901
2087,2,303.0970458984,260.2791215759,39.9284667969
2087,3,302.0915527344,572.324030567,39.7051811218
2087,4,302.3942871094,270.8068443462,38.866558075
2087,5,302.4645385742,265.3909865767,35.707950592
2087,6,302.3937988281,176.7752934247,29.9390048981
2087,7,302.4866333008,21.6446260165,21.074180603
2087,8,303.9967651367,17.5364590832,18.7372684479
2087,9,305.2891845703,0.0476943694,18.9915962219
2087,10,306.0305175781,81.1658240855,33.1183204651
2087,11,303.8424682617,176.8599150237,42.0786094666
2087,12,302.7467651367,222.9160170536,40.5892181396
2088,1,302.2839355469,375.1178355888,38.0427398682
2088,2,302.0213623047,694.7013465688,41.9854125977
2088,3,302.8655395508,164.0116707422,40.537815094
2088,4,302.5264282227,376.5956489369,40.2230796814
2088,5,302.4077148438,281.9209964946,40.4054832458
2088,6,303.1401977539,43.7998718116,39.083152771
2088,7,303.8013305664,64.2438947107,38.9427719116
2088,8,304.0864257813,49.2431274033,39.6583786011
2088,9,305.3041992188,69.670502271,40.8744316101
2088,10,305.2079467773,112.4519115547,41.0838127136
2088,11,304.5017700195,93.8983195229,39.545249939
2088,12,303.5936279297,288.2318403572,39.3038330078
2089,1,302.8452758789,389.5199904218,37.4199943542
2089,2,302.2723388672,514.7823616862,39.3491134644
2089,3,302.3564453125,434.2861929908,41.028377533
2089,4,302.0464477539,575.7470279932,40.7742385864
2089,5,302.3979492188,278.7938257679,38.6637496948
2089,6,302.3957519531,92.529682559,39.3589668274
2089,7,303.4197387695,11.2433853792,40.2177696228
2089,8,303.8439941406,120.7754745847,40.8836860657
2089,9,304.2895507813,72.3487042123,39.2542533875
2089,10,305.8026123047,32.3925992707,40.7584877014
2089,11,304.6899414063,151.8945536809,40.0560340881
2089,12,302.7367553711,242.0530209783,39.022277832
2090,1,302.2240600586,526.1776302941,41.8845596313
2090,2,302.4022216797,351.5039021149,37.7450942993
2090,3,302.4429931641,380.1493411884,40.2008285522
2090,4,302.1923217773,305.9835545719,41.3279571533
2090,5,301.8629760742,294.7384624276,36.3240852356
2090,6,302.3538818359,117.3716570484,37.669467926
2090,7,302.4091796875,120.8353056572,27.8082103729
2090,8,303.8480834961,0.7675550287,31.3706264496
2090,9,304.9549560547,52.0169364754,28.2027339935
2090,10,304.1461791992,141.7099189712,40.4897041321
2090,11,304.8899536133,59.1590833501,40.0477867126
2090,12,302.7890014648,328.3381029032,39.452507019
2091,1,303.0230712891,209.0955767781,38.4110679626
2091,2,302.5668945313,314.9144430645,41.4133224487
2091,3,302.6143188477,473.6403473653,40.9473876953
2091,4,302.6518554688,327.7363409288,41.3612670898
2091,5,302.451171875,373.9132932387,35.0300827026
2091,6,302.6203613281,168.4993878007,30.5406036377
2091,7,303.3492431641,50.7118458627,24.5500907898
2091,8,304.001953125,67.5046221586,26.4051475525
2091,9,303.8263549805,196.377574699,25.8013362885
2091,10,304.397644043,113.9628983801,35.9640579224
2091,11,303.0348510742,306.027949322,38.5028266907
2091,12,302.2517700195,252.5620919187,39.1091575623
2092,1,302.6410522461,431.3057851978,38.3112716675
2092,2,301.9813232422,673.3129592612,40.6118469238
2092,3,302.6287231445,379.2335721664,40.2670173645
2092,4,302.0468139648,499.8983521946,36.9630737305
2092,5,302.5302124023,326.4723541215,33.6127281189
2092,6,302.5520019531,144.1899805795,33.3300437927
2092,7,302.717956543,142.2738775145,28.8942394257
2092,8,303.7815551758,36.4181271871,30.4570846558
2092,9,304.1473999023,173.1604782399,30.4709262848
2092,10,303.9590454102,130.9412971605,35.6393737793
2092,11,304.2408447266,98.5520076938,39.872253418
2092,12,303.2152099609,208.7383253966,38.7014312744
2093,1,302.9229125977,280.0903448369,38.7306137085
2093,2,302.7907714844,244.2103908397,37.6968269348
2093,3,302.2384643555,497.5570854731,41.0995445251
2093,4,303.0915527344,270.698139444,39.65990448
2093,5,302.4691162109,391.2052558735,38.5586280823
2093,6,302.8304443359,203.7796920631,33.8542480469
2093,7,302.9310302734,160.8029713389,22.8759708405
2093,8,303.30078125,94.6302859811,21.1840209961
2093,9,304.6010131836,38.1252953375,19.2452850342
2093,10,304.8893432617,101.7558414023,21.0184612274
2093,11,305.2679443359,76.9172898727,40.5273170471
2093,12,303.5009155273,318.3779879473,39.4304161072
2094,1,302.6647338867,420.2447030693,37.5166625977
2094,2,303.1525268555,328.5557767376,42.7826385498
2094,3,302.9777832031,201.8969510682,42.1385650635
2094,4,302.3980102539,441.9706715271,40.7920532227
2094,5,302.8563232422,265.9233086742,38.5186462402
2094,6,303.1420288086,131.0740193585,30.7473697662
2094,7,303.2787475586,77.1266561933,23.0960865021
2094,8,303.9044799805,124.0549811628,28.2562618256
2094,9,304.5213623047,114.0792224323,38.5762252808
2094,10,305.2872314453,63.526336744,41.3051109314
2094,11,304.5667724609,114.1770832473,40.0303573608
2094,12,302.9552001953,268.8857247122,41.0383110046
2095,1,302.7681884766,441.4710514247,40.2937240601
2095,2,302.6342773438,474.0410316736,39.6827735901
2095,3,302.7819824219,519.6307436563,40.8301849365
2095,4,302.7661132813,236.9667480234,41.9978179932
2095,5,302.4706420898,353.5769898444,39.543762207
2095,6,302.6411132813,277.7212983929,40.720993042
2095,7,302.8416748047,236.2371578347,37.1345748901
2095,8,303.6075439453,96.8737390358,35.7706680298
2095,9,304.0192260742,55.2232501796,38.042175293
2095,10,304.6572875977,92.4927655142,42.7852783203
2095,11,304.5206298828,150.0072487397,40.5053710938
2095,12,302.3748168945,354.9840054475,39.7937278748
2096,1,302.3123168945,423.1792450882,39.2284126282
2096,2,302.5649414063,370.0563814491,37.5481491089
2096,3,302.8077392578,338.3438950405,38.5950965881
2096,4,302.6165771484,319.7552813217,38.7237129211
2096,5,302.6270751953,237.3413122259,38.7577095032
2096,6,302.7668457031,100.8019200526,37.4205551147
2096,7,304.0557861328,8.116514633,33.3914871216
2096,8,304.5156860352,62.8176426399,37.130153656
2096,9,305.8768310547,38.858280197,35.8766441345
2096,10,306.8120727539,33.4624839888,40.8791313171
2096,11,304.9525756836,120.2878772747,41.0801506042
2096,12,303.5180664063,219.9635209981,39.8281288147
2097,1,302.7794799805,347.8018627502,39.2138557434
2097,2,302.7504272461,287.4529708643,37.4313430786
2097,3,302.8100585938,449.4309509173,39.1553077698
2097,4,302.8135986328,439.5735436119,40.9347229004
2097,5,302.4064941406,411.9451856241,38.4494819641
2097,6,303.2516479492,127.4846547749,35.2821769714
2097,7,302.677734375,219.6123988833,33.8557853699
2097,8,303.1545410156,179.2049724609,39.7999534607
2097,9,304.2412719727,56.5737822326,37.0636291504
2097,10,304.2708740234,149.7461702675,40.4607658386
2097,11,303.6522827148,141.7454215698,40.7419013977
2097,12,302.9378051758,300.5115527194,39.583694458
2098,1,302.5155639648,468.8498633914,40.2461051941
2098,2,302.719909668,333.2911161706,38.9526443481
2098,3,302.2754516602,596.522601787,41.4914245605
2098,4,302.5152587891,335.6824354269,40.9967880249
2098,5,302.216796875,378.60506773,33.9277305603
2098,6,302.9739379883,143.4701972175,24.5026111603
2098,7,303.257019043,10.4450401413,19.3942947388
2098,8,304.3963012695,70.759031747,18.7149772644
2098,9,305.2616577148,54.0300328285,22.7637500763
2098,10,305.5364379883,71.7191955191,37.6947212219
2098,11,305.328918457,74.336170801,40.6889381409
2098,12,303.0602416992,328.2828829251,41.4318237305
2099,1,302.6445922852,399.5485268533,39.2065811157
2099,2,302.2304077148,603.2762238756,39.5202255249
2099,3,302.6152954102,513.509020675,41.7853050232
2099,4,303.0894775391,349.2852961645,40.4302558899
2099,5,302.6821289063,332.3639184237,39.6704101563
2099,6,303.1017456055,137.4949731398,35.3856658936
2099,7,303.1666870117,166.6107061319,36.8243026733
2099,8,304.5077514648,50.3870277316,38.5688514709
2099,9,304.0581665039,261.1518348567,40.1922531128
2099,10,303.9428710938,221.6617427766,41.3996772766
2099,11,302.6965942383,353.6336054094,40.7504005432
2099,12,302.749206543,347.824908793,39.8051681519
